idx,video_id,ped_id,label,anchor_frame,n_frames_annotated_in_window,n_crossing_in_window,anchor_is_crossing,window_has_leakage,crossing_onset_frame,anchor_minus_onset,bbox_bottom_y,bbox_height,bbox_xcenter,bbox_area
268,video_0195,0_195_1436b,0,24,16,0,False,False,,,789.0,227.0,1176.5,18387.0
269,video_0196,0_196_1443b,1,123,16,16,True,True,53.0,70.0,858.0,314.0,803.0,61544.0
270,video_0197,0_197_1455b,1,173,16,16,True,True,38.0,135.0,906.0,322.0,353.5,51842.0
271,video_0198,0_198_1457b,1,39,16,16,True,True,0.0,39.0,798.0,131.0,1080.5,6157.0
272,video_0201,0_201_1468b,0,104,16,0,False,False,47.0,57.0,983.0,302.0,478.5,35334.0
273,video_0204,0_204_1487b,1,104,16,16,True,True,3.0,101.0,872.0,275.0,1301.0,24750.0
274,video_0205,0_205_1488b,1,164,16,16,True,True,133.0,31.0,1079.0,519.0,508.0,137016.0
275,video_0206,0_206_1494b,1,134,16,16,True,True,27.0,107.0,959.0,297.0,844.0,50490.0
276,video_0206,0_206_1491b,0,111,16,0,False,False,,,891.0,276.0,1631.5,22356.0
277,video_0206,0_206_1489b,1,123,16,16,True,True,18.0,105.0,949.0,284.0,1193.5,34364.0
278,video_0208,0_208_1502b,0,147,16,0,False,False,,,931.0,264.0,354.5,21912.0
279,video_0208,0_208_1497b,0,194,16,0,False,False,,,801.0,119.0,1067.5,5593.0
280,video_0209,0_209_1509b,0,75,16,0,False,False,,,835.0,208.0,402.0,12480.0
281,video_0209,0_209_1506b,0,104,16,0,False,False,,,787.0,145.0,1036.0,8410.0
282,video_0209,0_209_1504b,0,82,16,0,False,False,,,838.0,233.0,410.0,13980.0
283,video_0209,0_209_1508b,0,104,16,9,False,True,77.0,27.0,893.0,301.0,1098.5,38227.0
284,video_0211,0_211_1517b,0,91,16,0,False,False,,,854.0,195.0,1169.0,12870.0
285,video_0212,0_212_1542b,1,164,16,16,True,True,0.0,164.0,831.0,171.0,859.5,17271.0
286,video_0213,0_213_1554b,1,245,16,16,True,True,65.0,180.0,967.0,324.0,1512.5,57348.0
287,video_0213,0_213_1551b,1,314,16,16,True,True,246.0,68.0,1048.0,411.0,1141.0,75624.0
288,video_0213,0_213_1549b,1,314,16,16,True,True,241.0,73.0,1061.0,446.0,1029.0,73144.0
289,video_0214,0_214_1568b,1,104,16,16,True,True,0.0,104.0,760.0,78.0,804.5,2418.0
290,video_0214,0_214_1563b,1,104,16,16,True,True,0.0,104.0,761.0,68.0,816.0,1904.0
291,video_0215,0_215_1576b,1,254,16,16,True,True,206.0,48.0,910.0,317.0,1014.0,51988.0
292,video_0215,0_215_1572b,1,243,16,0,False,False,76.0,167.0,843.0,267.0,1445.5,25899.0
293,video_0216,0_216_1589b,0,104,16,16,True,True,0.0,104.0,706.0,68.0,744.0,2856.0
294,video_0216,0_216_1590b,1,104,16,16,True,True,15.0,89.0,678.0,42.0,917.5,1218.0
295,video_0217,0_217_1597b,1,158,16,16,True,True,10.0,148.0,853.0,348.0,1309.5,40716.0
296,video_0218,0_218_1604b,1,106,16,7,True,True,100.0,6.0,913.0,322.0,513.0,37996.0
297,video_0219,0_219_1618b,1,194,16,16,True,True,100.0,94.0,911.0,288.0,976.5,52704.0
298,video_0219,0_219_1612b,1,194,16,16,True,True,81.0,113.0,894.0,276.0,976.5,42780.0
299,video_0221,0_221_1636b,1,211,16,16,True,True,59.0,152.0,791.0,242.0,391.0,29040.0
300,video_0221,0_221_1627b,1,194,16,16,True,True,31.0,163.0,767.0,218.0,314.5,29430.0
301,video_0221,0_221_1642b,1,214,16,16,True,True,43.0,171.0,828.0,349.0,419.5,70149.0
302,video_0221,0_221_1633b,1,222,16,16,True,True,90.0,132.0,861.0,313.0,543.0,54462.0
303,video_0222,0_222_1645b,1,134,16,16,True,True,55.0,79.0,873.0,456.0,1215.5,119016.0
304,video_0223,0_223_1666b,0,351,16,0,False,False,,,873.0,217.0,215.5,22785.0
305,video_0223,0_223_1655b,1,335,16,16,True,True,130.0,205.0,1073.0,466.0,1586.5,58250.0
306,video_0223,0_223_1675b,1,290,16,16,True,True,161.0,129.0,976.0,319.0,1539.5,44341.0
307,video_0223,0_223_1672b,0,358,16,0,False,False,,,870.0,217.0,266.0,14756.0
308,video_0223,0_223_1650b,1,313,16,16,True,True,87.0,226.0,1079.0,455.0,1382.5,94185.0
309,video_0223,0_223_1669b,1,305,16,16,True,True,156.0,149.0,1028.0,378.0,1531.5,60102.0
310,video_0223,0_223_1664b,1,323,16,16,True,True,146.0,177.0,1079.0,443.0,1335.0,95688.0
311,video_0224,0_224_1683b,1,194,16,16,True,True,137.0,57.0,926.0,279.0,684.0,31806.0
312,video_0224,0_224_1680b,1,170,16,6,False,True,51.0,119.0,873.0,211.0,365.0,23632.0
313,video_0224,0_224_1678b,1,154,16,16,True,True,41.0,113.0,866.0,212.0,426.5,24804.0
314,video_0225,0_225_1690b,1,164,16,16,True,True,75.0,89.0,1037.0,385.0,1051.0,63140.0
315,video_0226,0_226_1714b,1,276,16,16,True,True,19.0,257.0,902.0,262.0,1323.0,19388.0
316,video_0226,0_226_1709b,1,266,16,16,True,True,170.0,96.0,997.0,378.0,1138.0,73332.0
317,video_0227,0_227_1720b,1,129,16,16,True,True,0.0,129.0,881.0,329.0,1000.0,50666.0
318,video_0228,0_228_1731b,1,134,16,16,True,True,114.0,20.0,986.0,358.0,1083.0,52268.0
319,video_0229,0_229_1737b,1,62,16,16,True,True,0.0,62.0,748.0,76.0,725.0,3040.0
320,video_0230,0_230_1746b,1,74,16,16,True,True,4.0,70.0,769.0,92.0,812.0,4600.0
321,video_0231,0_231_1760b,1,202,16,16,True,True,33.0,169.0,744.0,244.0,280.0,28792.0
322,video_0231,0_231_1765b,1,214,16,16,True,True,141.0,73.0,763.0,297.0,674.0,43956.0
323,video_0231,0_231_1766b,1,215,16,16,True,True,103.0,112.0,749.0,272.0,571.0,34272.0
324,video_0231,0_231_1761b,1,211,16,16,True,True,140.0,71.0,789.0,326.0,668.0,58028.0
325,video_0232,0_232_1771b,1,245,16,16,True,True,59.0,186.0,738.0,273.0,1095.5,35217.0
326,video_0233,0_233_1791b,1,224,16,16,True,True,19.0,205.0,834.0,258.0,558.0,31476.0
327,video_0233,0_233_1786b,1,218,16,16,True,True,36.0,182.0,814.0,154.0,549.0,9240.0
328,video_0234,0_234_1804b,1,194,16,16,True,True,128.0,66.0,985.0,371.0,1086.5,78281.0
329,video_0234,0_234_1797b,1,181,16,16,True,True,32.0,149.0,1010.0,456.0,381.5,114456.0
330,video_0234,0_234_1800b,1,194,16,16,True,True,65.0,129.0,986.0,358.0,831.5,56922.0
331,video_0235,0_235_1813b,1,194,16,16,True,True,120.0,74.0,948.0,301.0,929.0,34314.0
332,video_0235,0_235_1807b,1,194,16,16,True,True,103.0,91.0,924.0,286.0,949.0,31460.0
333,video_0236,0_236_1829b,1,92,16,16,True,True,0.0,92.0,803.0,145.0,414.5,9715.0
334,video_0236,0_236_1824b,1,164,16,16,True,True,122.0,42.0,949.0,339.0,1058.5,57291.0
335,video_0237,0_237_1833b,0,61,16,0,False,False,,,937.0,374.0,1473.5,55726.0
336,video_0237,0_237_1831b,0,87,16,0,False,False,,,958.0,422.0,1453.5,69630.0
337,video_0238,0_238_1849b,1,192,16,16,True,True,0.0,192.0,871.0,236.0,1062.0,28792.0
338,video_0239,0_239_1856b,0,66,16,0,False,False,,,857.0,173.0,1282.0,9688.0
339,video_0240,0_240_1858b,1,164,16,16,True,True,0.0,164.0,920.0,279.0,856.0,36828.0
340,video_0240,0_240_1857b,1,164,16,16,True,True,0.0,164.0,903.0,238.0,807.0,19516.0
341,video_0241,0_241_1860b,1,104,16,16,True,True,0.0,104.0,844.0,187.0,1081.0,19822.0
342,video_0242,0_242_1869b,1,134,16,16,True,True,100.0,34.0,1011.0,330.0,803.0,51480.0
343,video_0242,0_242_1866b,1,134,16,0,False,False,140.0,-6.0,940.0,277.0,1224.5,36841.0
344,video_0242,0_242_1864b,1,134,16,0,False,False,144.0,-10.0,950.0,237.0,1290.5,31521.0
345,video_0243,0_243_1871b,1,118,16,16,True,True,77.0,41.0,1055.0,378.0,709.0,63504.0
346,video_0244,0_244_1882b,1,194,16,16,True,True,0.0,194.0,946.0,321.0,1479.0,34668.0
347,video_0244,0_244_1878b,1,194,16,16,True,True,94.0,100.0,976.0,374.0,624.0,63580.0
348,video_0244,0_244_1876b,1,194,16,16,True,True,102.0,92.0,1011.0,325.0,628.0,56550.0
349,video_0245,0_245_1893b,0,59,16,0,False,False,,,770.0,148.0,1212.0,7400.0
350,video_0245,0_245_1890b,0,50,16,0,False,False,,,725.0,71.0,1267.5,2485.0
351,video_0245,0_245_1887b,0,49,16,0,False,False,,,721.0,97.0,1273.0,4268.0
352,video_0247,0_247_1904b,1,164,16,16,True,True,0.0,164.0,797.0,158.0,658.5,10902.0
353,video_0247,0_247_1901b,1,164,16,16,True,True,0.0,164.0,787.0,146.0,535.5,6862.0
354,video_0247,0_247_1899b,1,164,16,16,True,True,0.0,164.0,825.0,185.0,520.5,14245.0
355,video_0248,0_248_1910b,1,134,16,16,True,True,40.0,94.0,824.0,197.0,804.0,23640.0
356,video_0249,0_249_1923b,1,74,16,5,True,True,70.0,4.0,1008.0,380.0,1342.0,70680.0
357,video_0250,0_250_1940b,1,73,16,16,True,True,11.0,62.0,792.0,145.0,767.0,8990.0
358,video_0250,0_250_1933b,1,71,16,16,True,True,12.0,59.0,792.0,149.0,748.0,12516.0
359,video_0251,0_251_1947b,0,144,16,0,False,False,,,789.0,108.0,233.0,4320.0
360,video_0251,0_251_1961b,1,156,16,16,True,True,0.0,156.0,838.0,159.0,523.0,13674.0
361,video_0251,0_251_1963b,1,164,16,16,True,True,54.0,110.0,855.0,159.0,814.5,9381.0
362,video_0252,0_252_1968b,0,87,16,0,False,False,,,851.0,159.0,1106.0,10176.0
363,video_0254,0_254_1975b,0,85,16,0,False,False,,,889.0,263.0,1200.0,23670.0
364,video_0255,0_255_1985b,1,228,16,16,True,True,72.0,156.0,956.0,337.0,1110.0,45158.0
365,video_0256,0_256_1987b,0,45,16,0,False,False,51.0,-6.0,768.0,134.0,636.5,6566.0
366,video_0257,0_257_1991b,1,164,16,16,True,True,117.0,47.0,1055.0,445.0,604.5,84105.0
367,video_0257,0_257_1989b,1,161,16,16,True,True,80.0,81.0,1074.0,401.0,1149.0,93032.0
368,video_0257,0_257_1990b,1,157,16,16,True,True,90.0,67.0,1079.0,446.0,1112.0,105256.0
369,video_0258,0_258_1999b,1,134,16,16,True,True,46.0,88.0,802.0,101.0,726.5,4747.0
370,video_0258,0_258_1995b,1,134,16,16,True,True,73.0,61.0,814.0,131.0,627.0,6288.0
371,video_0259,0_259_2003b,1,93,16,16,True,True,38.0,55.0,840.0,211.0,743.0,24054.0
372,video_0260,0_260_2012b,1,164,16,16,True,True,129.0,35.0,1038.0,491.0,1019.0,106056.0
373,video_0261,0_261_2018b,1,104,16,16,True,True,70.0,34.0,723.0,49.0,792.5,1715.0
374,video_0262,0_262_2025b,0,148,16,0,False,False,,,856.0,268.0,1187.5,32964.0
375,video_0263,0_263_2035b,1,74,16,16,True,True,0.0,74.0,766.0,99.0,741.5,4257.0
376,video_0263,0_263_2030b,1,74,16,16,True,True,0.0,74.0,766.0,129.0,754.0,6708.0
377,video_0264,0_264_2050b,0,92,16,0,False,False,,,815.0,163.0,1264.5,8313.0
378,video_0264,0_264_2056b,1,104,16,16,True,True,0.0,104.0,823.0,186.0,790.0,17484.0
379,video_0265,0_265_2066b,1,104,16,16,True,True,0.0,104.0,783.0,137.0,880.0,9316.0
380,video_0266,0_266_2091b,1,314,16,16,True,True,228.0,86.0,785.0,123.0,890.0,4674.0
381,video_0266,0_266_2083b,1,314,16,0,False,False,76.0,238.0,773.0,125.0,1433.0,6000.0
382,video_0266,0_266_2090b,1,254,16,16,True,True,132.0,122.0,931.0,268.0,1041.5,32428.0
383,video_0266,0_266_2079b,1,247,16,16,True,True,98.0,149.0,931.0,274.0,1114.0,27400.0
384,video_0266,0_266_2087b,1,314,16,16,True,True,255.0,59.0,783.0,118.0,807.5,8378.0
385,video_0267,0_267_2098b,1,194,16,16,True,True,47.0,147.0,920.0,252.0,1234.5,29988.0
386,video_0267,0_267_2095b,1,187,16,16,True,True,30.0,157.0,917.0,286.0,1584.5,26598.0
387,video_0267,0_267_2093b,1,164,16,16,True,True,44.0,120.0,946.0,307.0,1520.5,49427.0
388,video_0267,0_267_2097b,1,194,16,16,True,True,52.0,142.0,919.0,312.0,875.5,32136.0
389,video_0267,0_267_2092b,1,194,16,16,True,True,73.0,121.0,951.0,304.0,838.5,45296.0
390,video_0268,0_268_2105b,1,194,16,16,True,True,112.0,82.0,1052.0,435.0,1085.5,89175.0
391,video_0269,0_269_2126b,1,344,16,16,True,True,214.0,130.0,1029.0,364.0,670.0,65520.0
392,video_0270,0_270_2147b,1,134,16,16,True,True,0.0,134.0,759.0,120.0,841.5,6120.0
393,video_0270,0_270_2139b,0,43,16,0,False,False,,,766.0,113.0,521.0,4520.0
394,video_0270,0_270_2142b,0,44,16,0,False,False,,,771.0,114.0,502.0,3648.0
395,video_0271,0_271_2149b,1,224,16,16,True,True,81.0,143.0,776.0,213.0,1154.5,18531.0
396,video_0273,0_273_2159b,1,74,16,16,True,True,43.0,31.0,719.0,51.0,849.5,1479.0
397,video_0274,0_274_2172b,1,224,16,16,True,True,133.0,91.0,1044.0,358.0,583.0,68020.0
398,video_0274,0_274_2164b,1,224,16,16,True,True,55.0,169.0,984.0,289.0,990.5,40749.0
399,video_0274,0_274_2171b,1,224,16,16,True,True,45.0,179.0,940.0,273.0,1011.0,37128.0
400,video_0274,0_274_2168b,1,224,16,16,True,True,143.0,81.0,1012.0,443.0,587.5,100561.0
401,video_0274,0_274_2161b,1,224,16,16,True,True,144.0,80.0,969.0,324.0,657.5,45036.0
402,video_0275,0_275_2173b,1,104,16,16,True,True,88.0,16.0,837.0,189.0,1117.5,23247.0
403,video_0276,0_276_2177b,1,194,16,16,True,True,140.0,54.0,721.0,49.0,936.0,1568.0
404,video_0277,0_277_2185b,1,284,16,16,True,True,237.0,47.0,944.0,254.0,575.5,35306.0
405,video_0277,0_277_2182b,1,284,16,16,True,True,155.0,129.0,906.0,211.0,498.5,17091.0
406,video_0277,0_277_2180b,1,284,16,16,True,True,179.0,105.0,918.0,239.0,443.5,24139.0
407,video_0278,0_278_2189b,1,74,16,16,True,True,0.0,74.0,740.0,99.0,786.0,5346.0
408,video_0278,0_278_2188b,0,55,16,2,False,True,29.0,26.0,769.0,101.0,1051.5,3737.0
409,video_0279,0_279_2199b,1,104,16,16,True,True,0.0,104.0,756.0,191.0,758.5,13943.0
410,video_0279,0_279_2192b,1,104,16,16,True,True,16.0,88.0,734.0,158.0,834.5,15326.0
411,video_0280,0_280_2201b,1,104,16,16,True,True,33.0,71.0,927.0,176.0,752.0,14432.0
412,video_0281,0_281_2208b,1,194,16,16,True,True,137.0,57.0,823.0,138.0,816.5,6762.0
413,video_0281,0_281_2203b,1,194,16,16,True,True,15.0,179.0,755.0,64.0,1042.5,1856.0
414,video_0283,0_283_2220b,1,44,16,16,True,True,11.0,33.0,755.0,96.0,849.0,3264.0
415,video_0283,0_283_2215b,1,44,16,16,True,True,12.0,32.0,756.0,98.0,843.5,4606.0
416,video_0284,0_284_2222b,0,29,16,0,False,False,,,785.0,135.0,678.5,5535.0
417,video_0285,0_285_2224b,1,134,16,16,True,True,0.0,134.0,717.0,52.0,846.5,1196.0
418,video_0286,0_286_2228b,1,214,16,16,True,True,164.0,50.0,899.0,351.0,726.0,77922.0
419,video_0287,0_287_2233b,1,124,16,16,True,True,74.0,50.0,1038.0,419.0,612.5,83381.0
420,video_0289,0_289_2238b,0,47,16,0,False,False,,,857.0,295.0,678.0,28910.0
421,video_0290,0_290_2248b,1,74,16,0,False,False,97.0,-23.0,879.0,318.0,1514.0,33072.0
422,video_0290,0_290_2244b,1,74,16,0,False,False,104.0,-30.0,884.0,323.0,1583.0,32300.0
423,video_0291,0_291_2262b,1,164,16,16,True,True,128.0,36.0,944.0,269.0,420.0,44116.0
424,video_0291,0_291_2257b,1,164,16,16,True,True,96.0,68.0,936.0,266.0,696.5,26866.0
425,video_0292,0_292_2267b,1,134,16,16,True,True,0.0,134.0,724.0,58.0,831.0,1740.0
426,video_0293,0_293_2285b,1,224,16,0,False,False,0.0,224.0,814.0,243.0,259.0,23328.0
427,video_0293,0_293_2276b,1,224,16,0,False,False,0.0,224.0,807.0,231.0,294.0,18942.0
428,video_0293,0_293_2284b,1,224,16,16,True,True,170.0,54.0,929.0,308.0,1029.5,34804.0
429,video_0293,0_293_2273b,1,224,16,10,True,True,215.0,9.0,900.0,286.0,589.0,38896.0
430,video_0293,0_293_2281b,1,187,16,0,False,False,0.0,187.0,773.0,171.0,418.5,11115.0
431,video_0294,0_294_2286b,1,164,16,16,True,True,128.0,36.0,952.0,286.0,1026.5,29458.0
432,video_0295,0_295_2291b,1,284,16,16,True,True,85.0,199.0,1067.0,478.0,1419.5,128582.0
433,video_0297,0_297_2304b,1,194,16,16,True,True,101.0,93.0,1032.0,398.0,308.5,61690.0
434,video_0297,0_297_2301b,1,344,16,16,True,True,303.0,41.0,999.0,394.0,1102.0,85104.0
435,video_0297,0_297_2300b,1,223,16,16,True,True,110.0,113.0,1039.0,441.0,185.0,84672.0
436,video_0297,0_297_2303b,1,322,16,16,True,True,164.0,158.0,989.0,449.0,1655.5,77677.0
437,video_0297,0_297_2302b,1,238,16,16,True,True,151.0,87.0,1025.0,385.0,461.5,61985.0
438,video_0297,0_297_2297b,1,232,16,16,True,True,164.0,68.0,1070.0,465.0,523.5,92535.0
439,video_0297,0_297_2299b,1,280,16,16,True,True,188.0,92.0,1075.0,561.0,1578.0,125664.0
440,video_0297,0_297_2298b,1,304,16,16,True,True,182.0,122.0,1034.0,482.0,1649.5,83386.0
441,video_0298,0_298_2319b,1,195,16,16,True,True,136.0,59.0,1079.0,524.0,833.0,146720.0
442,video_0298,0_298_2311b,1,224,16,16,True,True,208.0,16.0,984.0,332.0,199.0,46480.0
443,video_0298,0_298_2315b,1,205,16,16,True,True,143.0,62.0,1076.0,579.0,699.0,105378.0
444,video_0299,0_299_2328b,1,134,16,16,True,True,89.0,45.0,898.0,296.0,877.0,29008.0
445,video_0299,0_299_2325b,1,134,16,16,True,True,77.0,57.0,867.0,183.0,920.5,21411.0
446,video_0299,0_299_2323b,1,134,16,16,True,True,90.0,44.0,877.0,261.0,926.5,22707.0
447,video_0301,0_301_2338b,1,164,16,16,True,True,105.0,59.0,934.0,326.0,632.5,60310.0
448,video_0301,0_301_2333b,1,164,16,16,True,True,142.0,22.0,892.0,250.0,1116.0,22000.0
449,video_0302,0_302_2352b,1,134,16,16,True,True,96.0,38.0,947.0,344.0,1061.5,54696.0
450,video_0302,0_302_2344b,1,134,16,16,True,True,33.0,101.0,899.0,304.0,922.0,42560.0
451,video_0302,0_302_2348b,1,134,16,16,True,True,92.0,42.0,907.0,289.0,999.0,46818.0
452,video_0303,0_303_2358b,1,130,16,16,True,True,81.0,49.0,1025.0,463.0,771.5,125473.0
453,video_0304,0_304_2359b,0,57,16,0,False,False,,,970.0,319.0,1537.0,34452.0
454,video_0305,0_305_2375b,1,104,16,16,True,True,85.0,19.0,967.0,416.0,1467.5,114400.0
455,video_0306,0_306_2385b,1,194,16,16,True,True,95.0,99.0,833.0,206.0,941.5,21630.0
456,video_0307,0_307_2395b,1,185,16,16,True,True,75.0,110.0,939.0,370.0,1105.0,76960.0
457,video_0307,0_307_2390b,1,194,16,16,True,True,79.0,115.0,945.0,409.0,978.5,65031.0
458,video_0309,0_309_2406b,0,31,16,0,False,False,,,712.0,127.0,1162.5,7747.0
459,video_0309,0_309_2401b,0,35,16,0,False,False,,,732.0,141.0,1088.5,6627.0
460,video_0310,0_310_2424b,1,104,16,16,True,True,43.0,61.0,853.0,281.0,961.5,41307.0
461,video_0310,0_310_2415b,1,104,16,16,True,True,46.0,58.0,717.0,90.0,689.5,4590.0
462,video_0310,0_310_2423b,1,101,16,16,True,True,39.0,62.0,714.0,81.0,659.5,3159.0
463,video_0310,0_310_2419b,1,104,16,16,True,True,63.0,41.0,908.0,316.0,1218.5,43292.0
464,video_0311,0_311_2438b,1,104,16,16,True,True,0.0,104.0,749.0,135.0,987.0,8910.0
465,video_0311,0_311_2441b,1,77,16,0,False,False,0.0,77.0,737.0,86.0,501.5,2838.0
466,video_0311,0_311_2442b,1,92,16,0,False,False,0.0,92.0,729.0,106.0,1274.0,5512.0
467,video_0311,0_311_2427b,1,77,16,11,False,True,0.0,77.0,737.0,90.0,495.5,3870.0
468,video_0311,0_311_2439b,1,104,16,16,True,True,0.0,104.0,745.0,127.0,986.0,7112.0
469,video_0312,0_312_2449b,1,74,16,16,True,True,0.0,74.0,810.0,151.0,825.5,9513.0
470,video_0313,0_313_2469b,1,223,16,16,True,True,62.0,161.0,953.0,373.0,186.5,51847.0
471,video_0313,0_313_2457b,1,308,16,0,False,False,71.0,237.0,804.0,267.0,1637.5,26967.0
472,video_0313,0_313_2452b,1,509,16,16,True,True,414.0,95.0,958.0,428.0,337.0,80464.0
473,video_0313,0_313_2456b,1,507,16,16,True,True,449.0,58.0,993.0,477.0,531.0,78228.0
474,video_0313,0_313_2468b,1,296,16,0,False,False,81.0,215.0,820.0,278.0,1616.5,21962.0
475,video_0313,0_313_2462b,1,507,16,16,True,True,435.0,72.0,990.0,465.0,415.0,61380.0
476,video_0313,0_313_2467b,1,554,16,16,True,True,420.0,134.0,965.0,450.0,1330.0,86400.0
477,video_0313,0_313_2463b,1,554,16,9,False,True,425.0,129.0,980.0,496.0,1402.0,99200.0
478,video_0313,0_313_2451b,1,413,16,0,False,False,174.0,239.0,875.0,416.0,1762.5,53664.0
479,video_0313,0_313_2455b,1,196,16,16,True,True,77.0,119.0,987.0,398.0,276.5,72834.0
480,video_0314,0_314_2472b,1,74,16,16,True,True,0.0,74.0,806.0,128.0,769.5,9600.0
481,video_0315,0_315_2482b,1,164,16,16,True,True,91.0,73.0,920.0,267.0,917.0,41652.0
482,video_0316,0_316_2490b,1,74,16,16,True,True,0.0,74.0,761.0,93.0,865.0,4464.0
483,video_0317,0_317_2500b,1,210,16,0,False,False,0.0,210.0,802.0,155.0,1475.5,9145.0
484,video_0317,0_317_2497b,1,224,16,16,True,True,136.0,88.0,853.0,205.0,913.5,23575.0
485,video_0317,0_317_2495b,1,212,16,0,False,False,8.0,204.0,792.0,103.0,1493.0,5150.0
486,video_0317,0_317_2499b,1,224,16,16,True,True,147.0,77.0,850.0,125.0,918.5,8375.0
487,video_0319,0_319_2510b,1,74,16,16,True,True,4.0,70.0,732.0,98.0,683.5,5194.0
488,video_0320,0_320_2515b,1,114,16,16,True,True,79.0,35.0,982.0,359.0,953.0,61030.0
489,video_0320,0_320_2516b,1,120,16,16,True,True,77.0,43.0,969.0,329.0,948.0,56588.0
490,video_0321,0_321_2523b,1,74,16,16,True,True,0.0,74.0,730.0,86.0,872.5,4214.0
491,video_0322,0_322_2551b,1,224,16,16,True,True,0.0,224.0,975.0,333.0,846.5,56943.0
492,video_0324,0_324_2562b,1,194,16,16,True,True,143.0,51.0,1079.0,386.0,746.0,50952.0
493,video_0324,0_324_2559b,1,194,16,16,True,True,171.0,23.0,1079.0,322.0,1018.5,48622.0
494,video_0324,0_324_2561b,1,194,16,16,True,True,153.0,41.0,1079.0,385.0,658.5,57365.0
495,video_0324,0_324_2560b,1,194,16,13,True,True,182.0,12.0,1079.0,314.0,999.0,34540.0
496,video_0325,0_325_2565b,1,104,16,16,True,True,0.0,104.0,946.0,159.0,823.0,12084.0
497,video_0326,0_326_2571b,1,134,16,16,True,True,42.0,92.0,1026.0,251.0,320.0,22088.0
498,video_0326,0_326_2566b,1,134,16,16,True,True,116.0,18.0,1079.0,370.0,1047.5,54390.0
499,video_0327,0_327_2582b,1,104,16,16,True,True,36.0,68.0,667.0,71.0,886.5,2343.0
500,video_0327,0_327_2583b,1,104,16,16,True,True,34.0,70.0,665.0,46.0,888.5,1150.0
501,video_0328,0_328_2588b,1,74,16,16,True,True,0.0,74.0,876.0,79.0,767.0,2370.0
502,video_0330,0_330_2594b,1,74,16,16,True,True,12.0,62.0,925.0,140.0,845.5,8260.0
503,video_0330,0_330_2593b,1,74,16,16,True,True,0.0,74.0,892.0,100.0,1018.0,5200.0
504,video_0331,0_331_2606b,1,151,16,0,False,False,0.0,151.0,925.0,222.0,336.0,14652.0
505,video_0331,0_331_2599b,0,254,16,0,False,False,,,1007.0,332.0,278.0,45816.0
506,video_0331,0_331_2605b,1,246,16,16,True,True,176.0,70.0,1079.0,394.0,986.0,81164.0
507,video_0331,0_331_2597b,1,254,16,16,True,True,131.0,123.0,1047.0,373.0,584.0,48490.0
508,video_0331,0_331_2603b,1,148,16,0,False,False,0.0,148.0,964.0,285.0,386.5,32775.0
509,video_0331,0_331_2596b,1,248,16,4,False,True,100.0,148.0,1010.0,318.0,455.0,58512.0
510,video_0332,0_332_2609b,1,250,16,16,True,True,105.0,145.0,954.0,253.0,578.5,26565.0
511,video_0332,0_332_2607b,1,277,16,16,True,True,148.0,129.0,948.0,246.0,798.5,20910.0
512,video_0332,0_332_2608b,1,275,16,16,True,True,145.0,130.0,969.0,275.0,841.0,29700.0
513,video_0333,0_333_2610b,1,164,16,16,True,True,95.0,69.0,830.0,188.0,999.0,15792.0
514,video_0334,0_334_2617b,1,254,16,0,False,False,0.0,254.0,819.0,144.0,526.5,6768.0
515,video_0334,0_334_2614b,0,254,16,0,False,False,,,820.0,167.0,363.0,13360.0
516,video_0334,0_334_2612b,1,254,16,16,True,True,110.0,144.0,854.0,152.0,792.0,9728.0
517,video_0335,0_335_2624b,1,31,16,16,True,True,0.0,31.0,892.0,301.0,309.0,38528.0
518,video_0335,0_335_2621b,0,90,16,0,False,False,,,938.0,334.0,1733.0,42752.0
519,video_0335,0_335_2619b,0,123,16,0,False,False,,,1008.0,432.0,1534.5,74736.0
520,video_0336,0_336_2630b,0,50,16,0,False,False,,,816.0,204.0,1194.0,12240.0
521,video_0336,0_336_2625b,1,134,16,16,True,True,0.0,134.0,813.0,168.0,1056.0,15456.0
522,video_0338,0_338_2646b,1,164,16,16,True,True,40.0,124.0,908.0,284.0,819.5,37204.0
523,video_0338,0_338_2640b,1,164,16,16,True,True,73.0,91.0,892.0,253.0,772.5,30107.0
524,video_0339,0_339_2648b,1,164,16,16,True,True,92.0,72.0,880.0,221.0,1074.5,22321.0
525,video_0340,0_340_2656b,1,104,16,16,True,True,0.0,104.0,816.0,192.0,1043.0,12672.0
526,video_0340,0_340_2653b,0,102,16,0,False,False,,,802.0,141.0,389.5,9165.0
527,video_0340,0_340_2651b,0,104,16,0,False,False,,,811.0,163.0,556.0,13366.0
528,video_0340,0_340_2655b,0,97,16,0,False,False,,,797.0,137.0,349.5,8905.0
529,video_0341,0_341_2662b,1,254,16,16,True,True,0.0,254.0,1000.0,385.0,459.0,99330.0
530,video_0344,0_344_2696b,0,44,16,0,False,False,,,848.0,254.0,1250.5,22606.0
531,video_0344,0_344_2692b,0,42,16,0,False,False,,,825.0,138.0,1290.0,8832.0
532,video_0344,0_344_2689b,0,44,16,0,False,False,,,868.0,169.0,1231.5,15041.0
533,video_0345,0_345_2701b,1,83,16,0,False,False,0.0,83.0,874.0,234.0,649.0,21528.0
534,video_0345,0_345_2698b,0,104,16,0,False,False,,,855.0,162.0,676.0,9720.0
535,video_0345,0_345_2700b,1,91,16,6,False,True,0.0,91.0,885.0,293.0,688.0,36918.0
