set_id,video_id,ped_id,split,width,height,n_frames,first_frame,last_frame,n_segments,has_attributes,crossing_label,crossing_point,cp_in_track,cp_in_frame_range,usable_len_to_cp,onset_frame,n_crossing_frames,n_ci_frames,n_unmapped_cb,speed_coverage,bbox_degenerate,bbox_out_of_frame,dup_frames
gp_set_0001,gp_set_0001_vid_0008,gp_337,train,1920,1440,111,6927,7037,1,1,0,7034,1,1,108,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_339,train,1920,1440,68,6932,6999,1,1,0,6932,1,1,1,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_340,train,1920,1440,131,6935,7065,1,1,0,7062,1,1,128,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_341,train,1920,1440,42,7039,7080,1,1,0,7077,1,1,39,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_342,train,1920,1440,45,7039,7083,1,1,0,7080,1,1,42,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_343,train,1920,1440,41,7061,7101,1,1,0,7098,1,1,38,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_344,train,1920,1440,50,7061,7110,1,1,0,7107,1,1,47,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_345,train,1920,1440,26,7091,7116,1,1,0,7113,1,1,23,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_373,train,1920,1440,33,7093,7125,1,1,0,7121,1,1,29,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_375,train,1920,1440,40,7126,7165,1,1,0,7162,1,1,37,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_377,train,1920,1440,48,7126,7173,1,1,0,7170,1,1,45,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_263,train,1920,1440,308,5436,5743,1,1,1,5436,1,1,1,5436,153,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_266,train,1920,1440,272,5492,5763,1,1,1,5614,1,1,123,5604,160,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_267,train,1920,1440,274,5453,5726,1,1,1,5453,1,1,1,5453,248,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_275,train,1920,1440,416,5570,5985,1,1,1,5875,1,1,306,5875,111,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_276,train,1920,1440,410,5570,5979,1,1,1,5888,1,1,319,5888,92,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_273,train,1920,1440,409,5595,6003,1,1,1,5915,1,1,321,5915,79,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_272,train,1920,1440,160,5610,5769,1,1,0,5766,1,1,157,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_294,train,1920,1440,284,6044,6327,1,1,1,6044,1,1,1,6044,240,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_306,train,1920,1440,152,6301,6452,1,1,0,6443,1,1,143,6399,33,98,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_325,train,1920,1440,234,6581,6814,1,1,1,6610,1,1,30,6610,170,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_333,train,1920,1440,223,6814,7036,1,1,1,6872,1,1,59,6869,123,55,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_279,train,1920,1440,188,5913,6100,1,1,1,5913,1,1,1,5913,178,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_280,train,1920,1440,600,5431,6125,2,1,1,5851,1,1,1,5901,225,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_284,train,1920,1440,281,5869,6149,1,1,1,6006,1,1,138,6055,95,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_293,train,1920,1440,322,6034,6355,1,1,1,6170,1,1,137,6170,147,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_296,train,1920,1440,519,5870,6388,1,1,1,6034,1,1,165,6034,244,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_295,train,1920,1440,533,5870,6402,1,1,1,6050,1,1,181,6050,228,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_285,train,1920,1440,700,5479,6178,1,1,1,5479,1,1,1,5479,306,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_286,train,1920,1440,691,5479,6169,1,1,1,5479,1,1,1,5479,306,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_916,train,1920,1440,23,7180,7202,1,1,0,7199,1,1,20,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_917,train,1920,1440,27,7180,7206,1,1,0,7203,1,1,24,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_920,train,1920,1440,39,7193,7231,1,1,0,7228,1,1,36,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_922,train,1920,1440,43,7200,7242,1,1,0,7239,1,1,40,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_926,train,1920,1440,75,7210,7284,1,1,0,7281,1,1,72,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_927,train,1920,1440,83,7210,7292,1,1,0,7289,1,1,80,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_934,train,1920,1440,78,7334,7411,1,1,0,7408,1,1,75,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_935,train,1920,1440,70,7334,7403,1,1,0,7400,1,1,67,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_937,train,1920,1440,75,7334,7408,1,1,0,7405,1,1,72,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_939,train,1920,1440,44,7350,7393,1,1,0,7350,1,1,1,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_941,train,1920,1440,79,7387,7465,1,1,0,7462,1,1,76,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_943,train,1920,1440,250,7409,7658,1,1,0,7655,1,1,247,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_948,train,1920,1440,106,7521,7626,1,1,0,7621,1,1,101,7521,63,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_949,train,1920,1440,28,7581,7608,1,1,0,7605,1,1,25,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_951,train,1920,1440,63,7631,7693,1,1,0,7690,1,1,60,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_953,train,1920,1440,249,7603,7851,1,1,0,7848,1,1,246,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_964,train,1920,1440,156,7677,7832,1,1,0,7829,1,1,153,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_967,train,1920,1440,37,7840,7876,1,1,0,7873,1,1,34,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_968,train,1920,1440,39,7840,7878,1,1,0,7875,1,1,36,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_973,train,1920,1440,48,7900,7947,1,1,0,7974,0,0,,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_981,train,1920,1440,53,7290,7342,1,1,0,7339,1,1,50,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_982,train,1920,1440,80,7334,7413,1,1,0,7410,1,1,77,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_986,train,1920,1440,66,7777,7842,1,1,0,7839,1,1,63,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_987,train,1920,1440,90,7794,7883,1,1,0,7880,1,1,87,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_988,train,1920,1440,93,7794,7886,1,1,0,7883,1,1,90,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_991,train,1920,1440,31,7916,7946,1,1,0,7943,1,1,28,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_993,train,1920,1440,48,7924,7971,1,1,0,7968,1,1,45,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_996,train,1920,1440,22,7929,7950,1,1,0,7947,1,1,19,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_997,train,1920,1440,29,7929,7957,1,1,0,7954,1,1,26,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1000,train,1920,1440,28,7939,7966,1,1,0,7963,1,1,25,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1008,train,1920,1440,42,8247,8288,1,1,0,8285,1,1,39,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1015,train,1920,1440,80,8293,8372,1,1,0,8369,1,1,77,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1017,train,1920,1440,76,8293,8368,1,1,0,8365,1,1,73,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1023,train,1920,1440,69,8382,8450,1,1,0,8447,1,1,66,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1026,train,1920,1440,99,8515,8613,1,1,0,8515,1,1,1,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1029,train,1920,1440,274,8487,8760,1,1,0,8757,1,1,271,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1046,train,1920,1440,314,8607,8920,1,1,0,8917,1,1,311,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1047,train,1920,1440,308,8607,8914,1,1,0,8911,1,1,305,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1048,train,1920,1440,204,8607,8810,1,1,0,8807,1,1,201,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1056,train,1920,1440,53,8743,8795,1,1,0,8792,1,1,50,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1057,train,1920,1440,66,8927,8992,1,1,0,8976,1,1,50,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1037,train,1920,1440,394,8381,8774,1,1,0,8490,1,1,110,8381,109,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1041,train,1920,1440,207,8585,8791,1,1,1,8585,1,1,1,8585,207,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1066,train,1920,1440,47,9117,9163,1,1,0,9160,1,1,44,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1079,train,1920,1440,62,9368,9429,1,1,0,9426,1,1,59,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1081,train,1920,1440,50,9418,9467,1,1,0,9464,1,1,47,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1084,train,1920,1440,43,9455,9497,1,1,0,9494,1,1,40,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1085,train,1920,1440,47,9455,9501,1,1,0,9498,1,1,44,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1089,train,1920,1440,30,9546,9575,1,1,0,9572,1,1,27,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1090,train,1920,1440,32,9546,9577,1,1,0,9574,1,1,29,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1093,train,1920,1440,33,9561,9593,1,1,0,9590,1,1,30,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1094,train,1920,1440,37,9561,9597,1,1,0,9594,1,1,34,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1100,train,1920,1440,24,9722,9745,1,1,0,9742,1,1,21,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1101,train,1920,1440,32,9704,9735,1,1,0,9732,1,1,29,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1102,train,1920,1440,24,9738,9761,1,1,0,9758,1,1,21,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1103,train,1920,1440,8,9780,9787,1,1,0,9784,1,1,5,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1104,train,1920,1440,39,9913,9951,1,1,0,9948,1,1,36,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1105,train,1920,1440,27,9922,9948,1,1,0,9945,1,1,24,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1106,train,1920,1440,43,10409,10451,1,1,0,10448,1,1,40,,0,11,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1061,train,1920,1440,102,9040,9141,1,1,0,9138,1,1,99,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1062,train,1920,1440,104,9040,9143,1,1,0,9140,1,1,101,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1067,train,1920,1440,70,9096,9165,1,1,0,9162,1,1,67,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1070,train,1920,1440,115,9089,9203,1,1,0,9200,1,1,112,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1071,train,1920,1440,117,9089,9205,1,1,0,9202,1,1,114,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1076,train,1920,1440,104,9261,9364,1,1,0,9361,1,1,101,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1107,train,1920,1440,49,10809,10857,1,1,0,10854,1,1,46,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1109,train,1920,1440,24,11082,11105,1,1,0,11102,1,1,21,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1117,train,1920,1440,52,11307,11358,1,1,0,11355,1,1,49,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1122,train,1920,1440,22,11412,11433,1,1,0,11430,1,1,19,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1123,train,1920,1440,33,11434,11466,1,1,0,11463,1,1,30,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1124,train,1920,1440,35,11434,11468,1,1,0,11465,1,1,32,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1125,train,1920,1440,37,11434,11470,1,1,0,11467,1,1,34,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1128,train,1920,1440,43,11431,11473,1,1,0,11470,1,1,40,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1130,train,1920,1440,31,11454,11484,1,1,0,11481,1,1,28,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1132,train,1920,1440,56,11466,11521,1,1,0,11518,1,1,53,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1133,train,1920,1440,38,11486,11523,1,1,0,11520,1,1,35,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1134,train,1920,1440,39,11486,11524,1,1,0,11521,1,1,36,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1137,train,1920,1440,45,11540,11584,1,1,0,11581,1,1,42,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1138,train,1920,1440,47,11540,11586,1,1,0,11583,1,1,44,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1142,train,1920,1440,34,11736,11769,1,1,0,11766,1,1,31,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1143,train,1920,1440,34,11767,11800,1,1,0,11797,1,1,31,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1145,train,1920,1440,54,11825,11878,1,1,0,11875,1,1,51,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1150,train,1920,1440,42,11920,11961,1,1,0,11958,1,1,39,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1153,train,1920,1440,30,11941,11970,1,1,0,11967,1,1,27,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1154,train,1920,1440,35,11941,11975,1,1,0,11972,1,1,32,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1156,train,1920,1440,37,11953,11989,1,1,0,11986,1,1,34,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1157,train,1920,1440,35,11953,11987,1,1,0,11984,1,1,32,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1158,train,1920,1440,42,11957,11998,1,1,0,11995,1,1,39,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1160,train,1920,1440,57,11975,12031,1,1,0,12028,1,1,54,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1161,train,1920,1440,60,11975,12034,1,1,0,12031,1,1,57,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1162,train,1920,1440,64,11975,12038,1,1,0,12035,1,1,61,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1164,train,1920,1440,71,12017,12087,1,1,0,12084,1,1,68,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1165,train,1920,1440,108,12017,12124,1,1,0,12121,1,1,105,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1171,train,1920,1440,55,12059,12113,1,1,0,12110,1,1,52,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1189,train,1920,1440,111,12299,12410,2,1,1,12299,1,1,1,12299,111,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1199,train,1920,1440,174,12306,12479,1,1,1,12306,1,1,1,12306,174,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1201,train,1920,1440,138,12314,12451,1,1,1,12314,1,1,1,12314,138,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1207,train,1920,1440,227,12299,12525,1,1,1,12290,0,0,,12299,227,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1222,train,1920,1440,206,12338,12543,1,1,0,12540,1,1,203,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1244,train,1920,1440,168,12378,12545,1,1,0,12543,1,1,166,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1245,train,1920,1440,161,12378,12538,1,1,0,12535,1,1,158,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1112,train,1920,1440,270,10957,11226,1,1,1,10957,1,1,1,10957,200,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1147,train,1920,1440,178,11759,11936,1,1,1,11759,1,1,1,11759,178,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1172,train,1920,1440,216,11974,12189,1,1,0,12183,1,1,210,11974,146,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1167,train,1920,1440,206,12036,12241,1,1,1,12036,1,1,1,12036,143,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1230,train,1920,1440,485,12064,12548,1,1,1,12064,1,1,1,12064,222,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1185,train,1920,1440,504,12043,12546,1,1,1,12263,1,1,221,12043,504,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1175,train,1920,1440,129,12065,12193,1,1,0,12190,1,1,126,12169,25,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1176,train,1920,1440,266,11950,12215,1,1,0,12208,1,1,259,12169,47,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1194,train,1920,1440,217,12276,12492,1,1,1,12270,0,0,,12276,217,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1239,train,1920,1440,404,12149,12552,1,1,1,12149,1,1,1,12149,404,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1238,train,1920,1440,411,12149,12559,1,1,1,12149,1,1,1,12149,411,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1108,train,1920,1440,138,10979,11116,1,1,0,11113,1,1,135,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1118,train,1920,1440,78,11346,11423,1,1,0,11420,1,1,75,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1119,train,1920,1440,80,11346,11425,1,1,0,11422,1,1,77,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1166,train,1920,1440,276,11951,12226,1,1,1,11951,1,1,1,11951,227,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1212,train,1920,1440,167,12357,12523,1,1,1,12357,1,1,1,12357,167,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1216,train,1920,1440,147,12321,12467,1,1,1,12321,1,1,1,12321,147,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1284,train,1920,1440,354,12565,12918,1,1,1,12565,1,1,1,12565,354,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1281,train,1920,1440,447,12565,13011,1,1,1,12563,0,0,,12565,329,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1269,train,1920,1440,113,12801,12913,1,1,1,12801,1,1,1,12801,113,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1289,train,1920,1440,357,12585,12960,2,1,0,12930,1,1,346,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1293,train,1920,1440,27,13291,13317,1,1,0,13314,1,1,24,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1294,train,1920,1440,39,13467,13505,1,1,0,13502,1,1,36,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1297,train,1920,1440,30,13498,13527,1,1,0,13524,1,1,27,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1299,train,1920,1440,37,13609,13645,1,1,0,13642,1,1,34,,0,37,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1303,train,1920,1440,51,13653,13703,1,1,0,13700,1,1,48,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1308,train,1920,1440,71,14205,14275,1,1,0,14272,1,1,68,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1278,train,1920,1440,347,12731,13077,1,1,1,12768,1,1,38,12773,305,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1272,train,1920,1440,282,12782,13063,1,1,1,12782,1,1,1,12782,282,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1301,train,1920,1440,183,13488,13670,1,1,1,13488,1,1,1,13488,183,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1307,train,1920,1440,282,13606,13887,1,1,1,13606,1,1,1,13606,282,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1255,train,1920,1440,157,12760,12916,1,1,1,12760,1,1,1,12760,118,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1260,train,1920,1440,284,12722,13005,1,1,1,12722,1,1,1,12722,137,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1313,train,1920,1440,105,14417,14521,1,1,0,14518,1,1,102,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1316,train,1920,1440,120,14470,14589,1,1,0,14586,1,1,117,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1319,train,1920,1440,7,14613,14619,1,1,0,14616,1,1,4,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1320,train,1920,1440,43,14616,14658,1,1,0,14655,1,1,40,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1322,train,1920,1440,26,14961,14986,1,1,0,14983,1,1,23,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1324,train,1920,1440,49,14978,15026,1,1,0,15023,1,1,46,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1325,train,1920,1440,54,14978,15031,1,1,0,15028,1,1,51,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1326,train,1920,1440,61,14978,15038,1,1,0,15035,1,1,58,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1330,train,1920,1440,39,15089,15127,1,1,0,15124,1,1,36,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1332,train,1920,1440,53,15116,15168,1,1,0,15165,1,1,50,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1333,train,1920,1440,32,15195,15226,1,1,0,15223,1,1,29,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1335,train,1920,1440,32,15390,15421,1,1,0,15418,1,1,29,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1336,train,1920,1440,42,15390,15431,1,1,0,15428,1,1,39,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1339,train,1920,1440,20,15473,15492,1,1,0,15489,1,1,17,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1340,train,1920,1440,23,15473,15495,1,1,0,15492,1,1,20,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1342,train,1920,1440,31,15476,15506,1,1,0,15503,1,1,28,,0,0,0,1.0,0,0,0
gp_set_0001,gp_set_0001_vid_0008,gp_1345,train,1920,1440,28,15790,15817,1,1,0,15814,1,1,25,,0,0,0,1.0,0,0,0
