variant,set_id,video_id,ped_id,split,label,anchor_frame,window_first_frame,crossing_point,onset_frame,tte,n_crossing_frames_in_window,all_frames_crossing,anchor_is_crossing,onset_at_or_before_window_end,bbox_bottom_y,bbox_height,bbox_xcenter,bbox_area
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_4,train,0,418,403,462,,44,0,0,0,0,976.7,192.62,721.55,14041.997999999996
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_4,train,0,426,411,462,,36,0,0,0,0,994.8,222.40999999999997,669.75,19638.802999999985
strict,gp_set_0001,gp_set_0001_vid_0003,gp_4,train,0,402,387,462,,60,0,0,0,0,947.37,145.98000000000002,796.3399999999999,7929.633600000008
strict,gp_set_0001,gp_set_0001_vid_0003,gp_4,train,0,410,395,462,,52,0,0,0,0,962.04,165.78999999999996,761.365,10250.795699999986
strict,gp_set_0001,gp_set_0001_vid_0003,gp_4,train,0,418,403,462,,44,0,0,0,0,976.7,192.62,721.55,14041.997999999996
strict,gp_set_0001,gp_set_0001_vid_0003,gp_4,train,0,426,411,462,,36,0,0,0,0,994.8,222.40999999999997,669.75,19638.802999999985
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_406,train,0,10468,10453,10509,,41,0,0,0,0,958.28,153.11,1442.1399999999999,10558.465599999972
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_406,train,0,10476,10461,10509,,33,0,0,0,0,963.48,168.44000000000005,1490.44,12619.524800000016
strict,gp_set_0001,gp_set_0001_vid_0003,gp_406,train,0,10468,10453,10509,,41,0,0,0,0,958.28,153.11,1442.1399999999999,10558.465599999972
strict,gp_set_0001,gp_set_0001_vid_0003,gp_406,train,0,10476,10461,10509,,33,0,0,0,0,963.48,168.44000000000005,1490.44,12619.524800000016
naive,gp_set_0001,gp_set_0001_vid_0003,gp_407,train,0,10491,10476,10546,,55,0,0,0,0,1032.89,264.97000000000014,1291.685,36149.85710000004
naive,gp_set_0001,gp_set_0001_vid_0003,gp_407,train,0,10499,10484,10546,,47,0,0,0,0,1044.4,287.47000000000014,1305.0,43867.922
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_407,train,0,10491,10476,10546,,55,0,0,0,0,1032.89,264.97000000000014,1291.685,36149.85710000004
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_407,train,0,10499,10484,10546,,47,0,0,0,0,1044.4,287.47000000000014,1305.0,43867.922
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_407,train,0,10507,10492,10546,,39,0,0,0,0,1067.02,315.99,1324.225,54037.4499
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_407,train,0,10515,10500,10546,,31,0,0,0,0,1080.5,348.16999999999996,1370.96,55804.68759999998
strict,gp_set_0001,gp_set_0001_vid_0003,gp_407,train,0,10491,10476,10546,,55,0,0,0,0,1032.89,264.97000000000014,1291.685,36149.85710000004
strict,gp_set_0001,gp_set_0001_vid_0003,gp_407,train,0,10499,10484,10546,,47,0,0,0,0,1044.4,287.47000000000014,1305.0,43867.922
strict,gp_set_0001,gp_set_0001_vid_0003,gp_407,train,0,10507,10492,10546,,39,0,0,0,0,1067.02,315.99,1324.225,54037.4499
strict,gp_set_0001,gp_set_0001_vid_0003,gp_407,train,0,10515,10500,10546,,31,0,0,0,0,1080.5,348.16999999999996,1370.96,55804.68759999998
naive,gp_set_0001,gp_set_0001_vid_0003,gp_410,train,0,10519,10504,10591,,72,0,0,0,0,936.5,118.25999999999999,615.405,5415.125399999995
naive,gp_set_0001,gp_set_0001_vid_0003,gp_410,train,0,10527,10512,10591,,64,0,0,0,0,942.82,126.85000000000002,603.0899999999999,5720.935000000004
naive,gp_set_0001,gp_set_0001_vid_0003,gp_410,train,0,10535,10520,10591,,56,0,0,0,0,952.66,136.74,589.135,6455.495400000005
naive,gp_set_0001,gp_set_0001_vid_0003,gp_410,train,0,10543,10528,10591,,48,0,0,0,0,959.72,144.71000000000004,565.0550000000001,7312.196300000014
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_410,train,0,10531,10516,10591,,60,0,0,0,0,946.84,131.34000000000003,597.885,6019.312199999992
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_410,train,0,10539,10524,10591,,52,0,0,0,0,958.2,141.63,578.6099999999999,6852.059399999999
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_410,train,0,10547,10532,10591,,44,0,0,0,0,963.46,150.45000000000005,548.385,8682.469500000008
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_410,train,0,10555,10540,10591,,36,0,0,0,0,976.18,167.26999999999998,506.54,11765.771800000004
strict,gp_set_0001,gp_set_0001_vid_0003,gp_410,train,0,10531,10516,10591,,60,0,0,0,0,946.84,131.34000000000003,597.885,6019.312199999992
strict,gp_set_0001,gp_set_0001_vid_0003,gp_410,train,0,10539,10524,10591,,52,0,0,0,0,958.2,141.63,578.6099999999999,6852.059399999999
strict,gp_set_0001,gp_set_0001_vid_0003,gp_410,train,0,10547,10532,10591,,44,0,0,0,0,963.46,150.45000000000005,548.385,8682.469500000008
strict,gp_set_0001,gp_set_0001_vid_0003,gp_410,train,0,10555,10540,10591,,36,0,0,0,0,976.18,167.26999999999998,506.54,11765.771800000004
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_413,train,0,10689,10674,10727,,38,0,0,0,0,951.05,131.12,755.72,6411.767999999997
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_413,train,0,10697,10682,10727,,30,0,0,0,0,967.8,158.0,716.25,8010.600000000008
strict,gp_set_0001,gp_set_0001_vid_0003,gp_413,train,0,10689,10674,10727,,38,0,0,0,0,951.05,131.12,755.72,6411.767999999997
strict,gp_set_0001,gp_set_0001_vid_0003,gp_413,train,0,10697,10682,10727,,30,0,0,0,0,967.8,158.0,716.25,8010.600000000008
naive,gp_set_0001,gp_set_0001_vid_0003,gp_419,train,0,10800,10785,10863,,63,0,0,0,0,921.55,99.27999999999997,667.185,3765.690399999994
naive,gp_set_0001,gp_set_0001_vid_0003,gp_419,train,0,10808,10793,10863,,55,0,0,0,0,929.68,109.9899999999999,641.75,4975.947599999996
naive,gp_set_0001,gp_set_0001_vid_0003,gp_419,train,0,10816,10801,10863,,47,0,0,0,0,940.38,124.14999999999998,606.36,5877.260999999989
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_419,train,0,10803,10788,10863,,60,0,0,0,0,924.6,103.09000000000003,657.715,4017.417300000004
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_419,train,0,10811,10796,10863,,52,0,0,0,0,933.4,115.01999999999998,629.425,5347.2798
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_419,train,0,10819,10804,10863,,44,0,0,0,0,945.13,129.76,591.9200000000001,6475.023999999997
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_419,train,0,10827,10812,10863,,36,0,0,0,0,961.2,152.73000000000002,545.37,8592.5898
strict,gp_set_0001,gp_set_0001_vid_0003,gp_419,train,0,10803,10788,10863,,60,0,0,0,0,924.6,103.09000000000003,657.715,4017.417300000004
strict,gp_set_0001,gp_set_0001_vid_0003,gp_419,train,0,10811,10796,10863,,52,0,0,0,0,933.4,115.01999999999998,629.425,5347.2798
strict,gp_set_0001,gp_set_0001_vid_0003,gp_419,train,0,10819,10804,10863,,44,0,0,0,0,945.13,129.76,591.9200000000001,6475.023999999997
strict,gp_set_0001,gp_set_0001_vid_0003,gp_419,train,0,10827,10812,10863,,36,0,0,0,0,961.2,152.73000000000002,545.37,8592.5898
naive,gp_set_0001,gp_set_0001_vid_0003,gp_42,train,0,4031,4016,4103,,72,0,0,0,0,931.12,104.51999999999998,812.6800000000001,3102.153599999994
naive,gp_set_0001,gp_set_0001_vid_0003,gp_42,train,0,4039,4024,4103,,64,0,0,0,0,937.33,114.75999999999999,792.315,4123.326799999994
naive,gp_set_0001,gp_set_0001_vid_0003,gp_42,train,0,4047,4032,4103,,56,0,0,0,0,944.4,129.31999999999994,767.335,5280.135600000002
naive,gp_set_0001,gp_set_0001_vid_0003,gp_42,train,0,4055,4040,4103,,48,0,0,0,0,957.55,151.75,737.605,6296.107500000001
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_42,train,0,4043,4028,4103,,60,0,0,0,0,939.6,120.05000000000007,780.78,4619.524000000005
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_42,train,0,4051,4036,4103,,52,0,0,0,0,951.35,140.57000000000005,753.1949999999999,5840.683500000012
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_42,train,0,4059,4044,4103,,44,0,0,0,0,965.12,163.60000000000002,719.605,7026.620000000008
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_42,train,0,4067,4052,4103,,36,0,0,0,0,979.0,188.87,679.26,10516.281600000013
strict,gp_set_0001,gp_set_0001_vid_0003,gp_42,train,0,4043,4028,4103,,60,0,0,0,0,939.6,120.05000000000007,780.78,4619.524000000005
strict,gp_set_0001,gp_set_0001_vid_0003,gp_42,train,0,4051,4036,4103,,52,0,0,0,0,951.35,140.57000000000005,753.1949999999999,5840.683500000012
strict,gp_set_0001,gp_set_0001_vid_0003,gp_42,train,0,4059,4044,4103,,44,0,0,0,0,965.12,163.60000000000002,719.605,7026.620000000008
strict,gp_set_0001,gp_set_0001_vid_0003,gp_42,train,0,4067,4052,4103,,36,0,0,0,0,979.0,188.87,679.26,10516.281600000013
naive,gp_set_0001,gp_set_0001_vid_0003,gp_422,train,0,10940,10925,11012,,72,0,0,0,0,929.88,115.49000000000001,411.865,4805.538900000002
naive,gp_set_0001,gp_set_0001_vid_0003,gp_422,train,0,10948,10933,11012,,64,0,0,0,0,935.8,125.7299999999999,399.34000000000003,5974.689600000001
naive,gp_set_0001,gp_set_0001_vid_0003,gp_422,train,0,10956,10941,11012,,56,0,0,0,0,948.8,135.0999999999999,382.41499999999996,6650.97299999999
naive,gp_set_0001,gp_set_0001_vid_0003,gp_422,train,0,10964,10949,11012,,48,0,0,0,0,955.43,146.89,354.845,8673.854500000001
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_422,train,0,10952,10937,11012,,60,0,0,0,0,940.8,129.16999999999996,390.24,6437.832800000002
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_422,train,0,10960,10945,11012,,52,0,0,0,0,952.6,141.07000000000005,368.98,7736.278799999999
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_422,train,0,10968,10953,11012,,44,0,0,0,0,959.57,152.22000000000003,339.125,9591.3822
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_422,train,0,10976,10961,11012,,36,0,0,0,0,972.68,170.0999999999999,313.02,10736.711999999996
strict,gp_set_0001,gp_set_0001_vid_0003,gp_422,train,0,10952,10937,11012,,60,0,0,0,0,940.8,129.16999999999996,390.24,6437.832800000002
strict,gp_set_0001,gp_set_0001_vid_0003,gp_422,train,0,10960,10945,11012,,52,0,0,0,0,952.6,141.07000000000005,368.98,7736.278799999999
strict,gp_set_0001,gp_set_0001_vid_0003,gp_422,train,0,10968,10953,11012,,44,0,0,0,0,959.57,152.22000000000003,339.125,9591.3822
strict,gp_set_0001,gp_set_0001_vid_0003,gp_422,train,0,10976,10961,11012,,36,0,0,0,0,972.68,170.0999999999999,313.02,10736.711999999996
naive,gp_set_0001,gp_set_0001_vid_0003,gp_423,train,0,11006,10991,11078,,72,0,0,0,0,937.52,139.59000000000003,298.17999999999995,5714.814600000001
naive,gp_set_0001,gp_set_0001_vid_0003,gp_423,train,0,11014,10999,11078,,64,0,0,0,0,943.68,147.93999999999994,282.27,6660.258799999995
naive,gp_set_0001,gp_set_0001_vid_0003,gp_423,train,0,11022,11007,11078,,56,0,0,0,0,937.61,157.96000000000004,259.97499999999997,7441.495599999999
naive,gp_set_0001,gp_set_0001_vid_0003,gp_423,train,0,11030,11015,11078,,48,0,0,0,0,937.37,170.76999999999998,236.32999999999998,7230.4018
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_423,train,0,11018,11003,11078,,60,0,0,0,0,940.56,152.55999999999995,271.475,7116.923999999998
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_423,train,0,11026,11011,11078,,52,0,0,0,0,936.42,163.76999999999998,248.875,7204.242300000001
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_423,train,0,11034,11019,11078,,44,0,0,0,0,942.5,173.60000000000002,221.195,7018.648000000002
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_423,train,0,11042,11027,11078,,36,0,0,0,0,954.0,186.39999999999998,194.135,9754.312000000002
strict,gp_set_0001,gp_set_0001_vid_0003,gp_423,train,0,11018,11003,11078,,60,0,0,0,0,940.56,152.55999999999995,271.475,7116.923999999998
strict,gp_set_0001,gp_set_0001_vid_0003,gp_423,train,0,11026,11011,11078,,52,0,0,0,0,936.42,163.76999999999998,248.875,7204.242300000001
strict,gp_set_0001,gp_set_0001_vid_0003,gp_423,train,0,11034,11019,11078,,44,0,0,0,0,942.5,173.60000000000002,221.195,7018.648000000002
strict,gp_set_0001,gp_set_0001_vid_0003,gp_423,train,0,11042,11027,11078,,36,0,0,0,0,954.0,186.39999999999998,194.135,9754.312000000002
naive,gp_set_0001,gp_set_0001_vid_0003,gp_426,train,0,11166,11151,11238,,72,0,0,0,0,938.6,132.38,331.475,4547.252999999995
naive,gp_set_0001,gp_set_0001_vid_0003,gp_426,train,0,11174,11159,11238,,64,0,0,0,0,952.67,140.01999999999998,342.125,6453.521800000003
naive,gp_set_0001,gp_set_0001_vid_0003,gp_426,train,0,11182,11167,11238,,56,0,0,0,0,961.16,149.39,353.015,5782.886899999997
naive,gp_set_0001,gp_set_0001_vid_0003,gp_426,train,0,11190,11175,11238,,48,0,0,0,0,967.6,162.14999999999998,352.79999999999995,6842.729999999997
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_426,train,0,11178,11163,11238,,60,0,0,0,0,954.77,143.64999999999998,344.865,6801.827500000002
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_426,train,0,11186,11171,11238,,52,0,0,0,0,964.87,155.63,353.605,6295.2334999999985
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_426,train,0,11194,11179,11238,,44,0,0,0,0,970.0,169.77999999999997,349.35,7928.725999999997
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_426,train,0,11202,11187,11238,,36,0,0,0,0,980.32,185.4000000000001,337.86,9855.864000000009
strict,gp_set_0001,gp_set_0001_vid_0003,gp_426,train,0,11178,11163,11238,,60,0,0,0,0,954.77,143.64999999999998,344.865,6801.827500000002
strict,gp_set_0001,gp_set_0001_vid_0003,gp_426,train,0,11186,11171,11238,,52,0,0,0,0,964.87,155.63,353.605,6295.2334999999985
strict,gp_set_0001,gp_set_0001_vid_0003,gp_426,train,0,11194,11179,11238,,44,0,0,0,0,970.0,169.77999999999997,349.35,7928.725999999997
strict,gp_set_0001,gp_set_0001_vid_0003,gp_426,train,0,11202,11187,11238,,36,0,0,0,0,980.32,185.4000000000001,337.86,9855.864000000009
naive,gp_set_0001,gp_set_0001_vid_0003,gp_433,train,0,11161,11146,11215,,54,0,0,0,0,919.45,89.45000000000005,257.495,1959.8495000000007
naive,gp_set_0001,gp_set_0001_vid_0003,gp_433,train,0,11169,11154,11215,,46,0,0,0,0,932.38,95.58000000000004,257.725,2531.9142000000047
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_433,train,0,11161,11146,11215,,54,0,0,0,0,919.45,89.45000000000005,257.495,1959.8495000000007
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_433,train,0,11169,11154,11215,,46,0,0,0,0,932.38,95.58000000000004,257.725,2531.9142000000047
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_433,train,0,11177,11162,11215,,38,0,0,0,0,942.87,101.59000000000003,252.32999999999998,2909.5375999999997
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_433,train,0,11185,11170,11215,,30,0,0,0,0,951.05,111.31999999999994,238.9,3673.5599999999977
strict,gp_set_0001,gp_set_0001_vid_0003,gp_433,train,0,11161,11146,11215,,54,0,0,0,0,919.45,89.45000000000005,257.495,1959.8495000000007
strict,gp_set_0001,gp_set_0001_vid_0003,gp_433,train,0,11169,11154,11215,,46,0,0,0,0,932.38,95.58000000000004,257.725,2531.9142000000047
strict,gp_set_0001,gp_set_0001_vid_0003,gp_433,train,0,11177,11162,11215,,38,0,0,0,0,942.87,101.59000000000003,252.32999999999998,2909.5375999999997
strict,gp_set_0001,gp_set_0001_vid_0003,gp_433,train,0,11185,11170,11215,,30,0,0,0,0,951.05,111.31999999999994,238.9,3673.5599999999977
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_435,train,0,11178,11163,11218,,40,0,0,0,0,941.37,114.92999999999995,307.115,5269.5405
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_435,train,0,11186,11171,11218,,32,0,0,0,0,952.78,129.51,291.925,5629.799700000003
strict,gp_set_0001,gp_set_0001_vid_0003,gp_435,train,0,11178,11163,11218,,40,0,0,0,0,941.37,114.92999999999995,307.115,5269.5405
strict,gp_set_0001,gp_set_0001_vid_0003,gp_435,train,0,11186,11171,11218,,32,0,0,0,0,952.78,129.51,291.925,5629.799700000003
naive,gp_set_0001,gp_set_0001_vid_0003,gp_440,train,0,11208,11193,11272,,64,0,0,0,0,943.15,118.98000000000002,467.375,4662.826200000007
naive,gp_set_0001,gp_set_0001_vid_0003,gp_440,train,0,11216,11201,11272,,56,0,0,0,0,948.93,128.56999999999994,475.93,6189.359799999996
naive,gp_set_0001,gp_set_0001_vid_0003,gp_440,train,0,11224,11209,11272,,48,0,0,0,0,959.38,145.02999999999997,470.06,6613.368000000002
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_440,train,0,11212,11197,11272,,60,0,0,0,0,947.6,122.36000000000001,473.185,5118.3188000000055
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_440,train,0,11220,11205,11272,,52,0,0,0,0,952.88,136.47000000000003,473.53,6384.066600000006
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_440,train,0,11228,11213,11272,,44,0,0,0,0,965.7,150.41000000000008,472.4,8272.550000000005
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_440,train,0,11236,11221,11272,,36,0,0,0,0,974.42,167.2199999999999,455.13,9488.062799999996
strict,gp_set_0001,gp_set_0001_vid_0003,gp_440,train,0,11212,11197,11272,,60,0,0,0,0,947.6,122.36000000000001,473.185,5118.3188000000055
strict,gp_set_0001,gp_set_0001_vid_0003,gp_440,train,0,11220,11205,11272,,52,0,0,0,0,952.88,136.47000000000003,473.53,6384.066600000006
strict,gp_set_0001,gp_set_0001_vid_0003,gp_440,train,0,11228,11213,11272,,44,0,0,0,0,965.7,150.41000000000008,472.4,8272.550000000005
strict,gp_set_0001,gp_set_0001_vid_0003,gp_440,train,0,11236,11221,11272,,36,0,0,0,0,974.42,167.2199999999999,455.13,9488.062799999996
naive,gp_set_0001,gp_set_0001_vid_0003,gp_442,train,0,11205,11190,11260,,55,0,0,0,0,947.25,120.02999999999997,400.845,5462.565300000005
naive,gp_set_0001,gp_set_0001_vid_0003,gp_442,train,0,11213,11198,11260,,47,0,0,0,0,959.12,134.02999999999997,404.75,7237.619999999999
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_442,train,0,11205,11190,11260,,55,0,0,0,0,947.25,120.02999999999997,400.845,5462.565300000005
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_442,train,0,11213,11198,11260,,47,0,0,0,0,959.12,134.02999999999997,404.75,7237.619999999999
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_442,train,0,11221,11206,11260,,39,0,0,0,0,967.9,148.28999999999996,398.07500000000005,11114.335499999996
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_442,train,0,11229,11214,11260,,31,0,0,0,0,981.49,169.73000000000002,378.175,14231.860500000006
strict,gp_set_0001,gp_set_0001_vid_0003,gp_442,train,0,11205,11190,11260,,55,0,0,0,0,947.25,120.02999999999997,400.845,5462.565300000005
strict,gp_set_0001,gp_set_0001_vid_0003,gp_442,train,0,11213,11198,11260,,47,0,0,0,0,959.12,134.02999999999997,404.75,7237.619999999999
strict,gp_set_0001,gp_set_0001_vid_0003,gp_442,train,0,11221,11206,11260,,39,0,0,0,0,967.9,148.28999999999996,398.07500000000005,11114.335499999996
strict,gp_set_0001,gp_set_0001_vid_0003,gp_442,train,0,11229,11214,11260,,31,0,0,0,0,981.49,169.73000000000002,378.175,14231.860500000006
naive,gp_set_0001,gp_set_0001_vid_0003,gp_445,train,0,11605,11590,11677,,72,0,0,0,0,943.9,114.5,709.415,4388.785000000004
naive,gp_set_0001,gp_set_0001_vid_0003,gp_445,train,0,11613,11598,11677,,64,0,0,0,0,949.1,127.58000000000004,690.25,4733.21799999999
naive,gp_set_0001,gp_set_0001_vid_0003,gp_445,train,0,11621,11606,11677,,56,0,0,0,0,961.76,140.76,670.53,7620.746399999997
naive,gp_set_0001,gp_set_0001_vid_0003,gp_445,train,0,11629,11614,11677,,48,0,0,0,0,971.93,161.01999999999998,637.4000000000001,7944.726800000004
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_445,train,0,11617,11602,11677,,60,0,0,0,0,954.9,134.32999999999993,681.425,5742.607499999996
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_445,train,0,11625,11610,11677,,52,0,0,0,0,967.55,148.44999999999993,650.24,8770.425999999985
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_445,train,0,11633,11618,11677,,44,0,0,0,0,981.04,174.17999999999995,622.81,8064.53400000001
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_445,train,0,11641,11626,11677,,36,0,0,0,0,1000.8,196.2199999999999,575.52,12715.055999999986
strict,gp_set_0001,gp_set_0001_vid_0003,gp_445,train,0,11617,11602,11677,,60,0,0,0,0,954.9,134.32999999999993,681.425,5742.607499999996
strict,gp_set_0001,gp_set_0001_vid_0003,gp_445,train,0,11625,11610,11677,,52,0,0,0,0,967.55,148.44999999999993,650.24,8770.425999999985
strict,gp_set_0001,gp_set_0001_vid_0003,gp_445,train,0,11633,11618,11677,,44,0,0,0,0,981.04,174.17999999999995,622.81,8064.53400000001
strict,gp_set_0001,gp_set_0001_vid_0003,gp_445,train,0,11641,11626,11677,,36,0,0,0,0,1000.8,196.2199999999999,575.52,12715.055999999986
naive,gp_set_0001,gp_set_0001_vid_0003,gp_448,train,0,11606,11591,11678,,72,0,0,0,0,926.43,93.30999999999995,1081.56,2045.3552000000057
naive,gp_set_0001,gp_set_0001_vid_0003,gp_448,train,0,11614,11599,11678,,64,0,0,0,0,931.4,103.40999999999997,1098.3400000000001,2337.0660000000134
naive,gp_set_0001,gp_set_0001_vid_0003,gp_448,train,0,11622,11607,11678,,56,0,0,0,0,939.5,116.00999999999999,1117.145,2882.848499999989
naive,gp_set_0001,gp_set_0001_vid_0003,gp_448,train,0,11630,11615,11678,,48,0,0,0,0,951.23,134.31000000000006,1139.775,3759.336900000003
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_448,train,0,11618,11603,11678,,60,0,0,0,0,934.53,108.85000000000002,1107.7150000000001,2648.3205000000175
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_448,train,0,11626,11611,11678,,52,0,0,0,0,946.3,124.90999999999997,1126.105,3148.9811000000036
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_448,train,0,11634,11619,11678,,44,0,0,0,0,956.9,143.40999999999997,1155.1750000000002,4444.275900000001
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_448,train,0,11642,11627,11678,,36,0,0,0,0,974.23,166.65999999999997,1194.99,6493.073600000005
strict,gp_set_0001,gp_set_0001_vid_0003,gp_448,train,0,11618,11603,11678,,60,0,0,0,0,934.53,108.85000000000002,1107.7150000000001,2648.3205000000175
strict,gp_set_0001,gp_set_0001_vid_0003,gp_448,train,0,11626,11611,11678,,52,0,0,0,0,946.3,124.90999999999997,1126.105,3148.9811000000036
strict,gp_set_0001,gp_set_0001_vid_0003,gp_448,train,0,11634,11619,11678,,44,0,0,0,0,956.9,143.40999999999997,1155.1750000000002,4444.275900000001
strict,gp_set_0001,gp_set_0001_vid_0003,gp_448,train,0,11642,11627,11678,,36,0,0,0,0,974.23,166.65999999999997,1194.99,6493.073600000005
naive,gp_set_0001,gp_set_0001_vid_0003,gp_45,train,0,4429,4414,4501,,72,0,0,0,0,924.13,102.60000000000002,837.03,4980.203999999997
naive,gp_set_0001,gp_set_0001_vid_0003,gp_45,train,0,4437,4422,4501,,64,0,0,0,0,929.4,112.25,826.3,5185.9499999999925
naive,gp_set_0001,gp_set_0001_vid_0003,gp_45,train,0,4445,4430,4501,,56,0,0,0,0,943.1,127.44000000000005,814.1,7034.688000000009
naive,gp_set_0001,gp_set_0001_vid_0003,gp_45,train,0,4453,4438,4501,,48,0,0,0,0,955.4,144.39999999999998,790.815,9728.228
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_45,train,0,4441,4426,4501,,60,0,0,0,0,938.9,118.26999999999998,821.2,5913.499999999999
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_45,train,0,4449,4434,4501,,52,0,0,0,0,948.8,137.37,802.9100000000001,8679.036599999994
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_45,train,0,4457,4442,4501,,44,0,0,0,0,966.3,155.79999999999995,777.1500000000001,11202.019999999993
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_45,train,0,4465,4450,4501,,36,0,0,0,0,980.5,186.60000000000002,739.6600000000001,15428.087999999992
strict,gp_set_0001,gp_set_0001_vid_0003,gp_45,train,0,4441,4426,4501,,60,0,0,0,0,938.9,118.26999999999998,821.2,5913.499999999999
strict,gp_set_0001,gp_set_0001_vid_0003,gp_45,train,0,4449,4434,4501,,52,0,0,0,0,948.8,137.37,802.9100000000001,8679.036599999994
strict,gp_set_0001,gp_set_0001_vid_0003,gp_45,train,0,4457,4442,4501,,44,0,0,0,0,966.3,155.79999999999995,777.1500000000001,11202.019999999993
strict,gp_set_0001,gp_set_0001_vid_0003,gp_45,train,0,4465,4450,4501,,36,0,0,0,0,980.5,186.60000000000002,739.6600000000001,15428.087999999992
naive,gp_set_0001,gp_set_0001_vid_0003,gp_451,train,0,11739,11724,11788,,49,0,0,0,0,940.05,128.56999999999994,592.075,5033.515499999995
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_451,train,0,11739,11724,11788,,49,0,0,0,0,940.05,128.56999999999994,592.075,5033.515499999995
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_451,train,0,11747,11732,11788,,41,0,0,0,0,952.47,147.56000000000006,552.245,6169.483599999994
cp_anchor,gp_set_0001,gp_set_0001_vid_0003,gp_451,train,0,11755,11740,11788,,33,0,0,0,0,967.63,169.32000000000005,499.23,8049.472800000006
strict,gp_set_0001,gp_set_0001_vid_0003,gp_451,train,0,11739,11724,11788,,49,0,0,0,0,940.05,128.56999999999994,592.075,5033.515499999995
strict,gp_set_0001,gp_set_0001_vid_0003,gp_451,train,0,11747,11732,11788,,41,0,0,0,0,952.47,147.56000000000006,552.245,6169.483599999994
strict,gp_set_0001,gp_set_0001_vid_0003,gp_451,train,0,11755,11740,11788,,33,0,0,0,0,967.63,169.32000000000005,499.23,8049.472800000006
naive,gp_set_0001,gp_set_0001_vid_0003,gp_454,train,0,11792,11777,11841,,49,0,0,0,0,938.65,105.70999999999992,428.78999999999996,3437.6892000000016
